icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
SANEN,SANSERA,Sansera Engineering Limited,EQ,INE953O01021,Sansera Group,corporate_group_repository.xlsx,Automobile and Auto Components,ind_niftytotalmarket_list.csv,Sansera Engineering Ltd.,,,,
SANFOR,SANGHVIFOR,Sanghvi Forging And Engineerin,EQ,INE263L01013,Kalyani (Bharat Forge) Group,corporate_group_repository.xlsx,CASTINGS/FORGINGS,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL PRODUCTS,CASTINGS/FORGINGS
SANGHI,SANGHIIND,Sanghi Industries Ltd,EQ,INE999B01013,Ravi Sanghi Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
SANIND,SANGAMIND,Sangam (India) Ltd,EQ,INE495C01010,Sangam (R.P.Soni) Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SANLIM,SANSTAR,Sanstar Limited,EQ,INE08NE01025,,,Other Agricultural Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SANMAN,SANDUMA,Sandur Manganese & Iron Ores L,EQ,INE149K01016,Sandur Group,corporate_group_repository.xlsx,Oil Gas & Consumable Fuels,ind_niftytotalmarket_list.csv,Sandur Manganese & Iron Ores Ltd.,,,,
SANMOV,SANGHVIMOV,Sanghvi Movers Limited,EQ,INE989A01032,,,Diversified Commercial Services,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SANOFI,SANOFI,Sanofi India Ltd,EQ,INE058A01010,Sanofi (F) Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Sanofi India Ltd.,,,,
SANPOL,SANGHIPOLY,Sanghi Polyesters Limited,EQ,INE146A01013,,,MAN MADE FIBRES/BLENDED,nse_getSymbolData.basicIndustry,,CONSUMER,TEXTILES,TEXTILES - SYNTHETIC,MAN MADE FIBRES/BLENDED
SANTE,SANDHAR,Sandhar Technologies Limited,EQ,INE278H01035,Sandhar Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SANTEX,SANATHAN,Sanathan Textiles Limited,EQ,INE0JPD01013,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SAPFOO,SAPPHIRE,Sapphire Foods India Limited,EQ,INE806T01020,,,Consumer Services,ind_niftytotalmarket_list.csv,Sapphire Foods India Ltd.,,,,
SAREIN,SAREGAMA,Saregama India Limited,EQ,INE979A01025,RP Sanjiv Goenka Group,corporate_group_repository.xlsx,Media Entertainment & Publication,ind_niftytotalmarket_list.csv,Saregama India Ltd,,,,
SARELE,ORGINFO,Org Informatics Ltd.,EQ,INE686D01012,ORG Informatics Group,corporate_group_repository.xlsx,,,,,,,
SARENE,SARDAEN,Sarda Energy & Minerals Ltd,EQ,INE385C01021,Sarda Group,corporate_group_repository.xlsx,Metals & Mining,ind_niftytotalmarket_list.csv,Sarda Energy and Minerals Ltd.,,,,
SARFOO,SARVESHWAR,Sarveshwar Foods Ltd,EQ,INE324X01026,Sarveshwar group,corporate_group_repository.xlsx,Other Agricultural Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SARME,SMLT,Sarthak Metals Ltd,EQ,INE017W01010,Desraj Bansal Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SARPER,SARLAPOLY,Sarla Performance Fibers Ltd,EQ,INE453D01025,Sarla Performance Fibers Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SARSAR,SSDL,Saraswati Saree Depot Limited,EQ,INE0PQ101010,,,Garments & Apparels,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
SARTHA,SARTHAKIND,Sarthak Industries Ltd.,EQ,INE074H01012,Sarthak Inds. Group,corporate_group_repository.xlsx,TRADING,nse_getSymbolData.basicIndustry,,SERVICES,SERVICES,TRADING,TRADING
SASCOM,SASKEN,Sasken Technologies Limited,EQ,INE231F01020,Sasken group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
SATCOM,SATYAMCOMP,Satyam Computer Services Ltd,EQ,INE275A01028,Mahindra & Mahindra Group,corporate_group_repository.xlsx,COMPUTERS - SOFTWARE,nse_getSymbolData.basicIndustry,,IT,IT,SOFTWARE,COMPUTERS - SOFTWARE
SATCRE,SATIN,Satin Creditcare Network Ltd,EQ,INE836B01017,Satin CreditCare Network Group,corporate_group_repository.xlsx,Microfinance Institutions,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Microfinance Institutions
SATIND,SATIA,Satia Industries Limited,EQ,INE170E01023,Satia group,corporate_group_repository.xlsx,Paper & Paper Products,nse_getSymbolData.basicIndustry,,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
SATISP,SATHAISPAT,Sathavahana Ispat Ltd,BE,INE176C01016,Sathavahana Ispat [Merged] Group,corporate_group_repository.xlsx,Pig Iron,nse_getSymbolData.basicIndustry,,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
SATRE1,SATIN-RE,Satin Credit Net Rights Entitl,BE,INE836B20017,,,NBFC,nse_getSymbolData.basicIndustry,,FINANCIAL SERVICES,FINANCIAL SERVICES,FINANCE,NBFC
SAUCEM,SAURASHCEM,Saurashtra Cement Limited,EQ,INE626A01014,Mehta Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
SAVOIL,SOTL,Savita Oil Technologies Limite,EQ,INE035D01020,Savita Oil Technologies Group,corporate_group_repository.xlsx,Lubricants,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
SAYHOT,SAYAJHOTEL,Sayaji Hotel Ltd,EQ,INE318C01014,Sayaji Hotels Group,corporate_group_repository.xlsx,,,,,,,
SAYOFS,SAYOFS,Sayaji Hotels Ofs,BE,INE000000102,,,,,,,,,
SBCEXP,SBC,Sbc Export Ltd,EQ,INE04AK01028,SBC Exports Group,corporate_group_repository.xlsx,Garments & Apparels,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
SBFFIN,SBFC,Sbfc Finance Limited,EQ,INE423Y01016,Clermont Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,SBFC Finance Ltd.,,,,
SBIBAN,SETFNIFBK,Sbi-Etf Nifty Bank,EQ,INF200KA1580,,,,,,,,,
SBIBPS,SBIBPB,Sbi Bse Psu Bank Etf,EQ,INF200KB1712,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBICAR,SBICARD,Sbi Cards And Payment Serv Ltd,EQ,INE018E01016,SBI Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,SBI Cards and Payment Services Ltd.,,,,
SBICON,SBIETFCON,Sbi Etf Consumption,EQ,INF200KA1X17,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIEIT,SBIETFIT,Sbi Etf It,EQ,INF200KA1S14,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIEPB,SBIETFPB,Sbi Etf Private Bank,EQ,INF200KA1S22,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIGOL,SETFGOLD,Sbi-Etf Gold,EQ,INF200KA16D8,,,,,,,,,
SBIGSE,SETF10GILT,Sbi Mf Etf 10 Year Gilt,EQ,INF200KA1JT1,,,,,,,,,
SBIHOM,SBIHOMEFIN,Sbi Home Finance Ltd,BE,INE627A01012,State Bank of India Group,corporate_group_repository.xlsx,,,,,,,
SBILIF,SBILIFE,Sbi Life Insurance Company Ltd,EQ,INE123W01016,SBI Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,SBI Life Insurance Company Ltd.,,,,
SBIMID,SBIMIDMOM,Sbi Nif Mid 150 Momntum 50 Etf,EQ,INF200KB1AJ0,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIN1D,LIQUIDSBI,Sbi Nifty 1d Rate Etf,EQ,INF200KA13Z8,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIN1G,SBILIQETF,Sbi Nifty 1d Rate Liq Etf Gr,EQ,INF200KB1969,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIN50,SETFNN50,Sbi-Etf Nifty Next 50,EQ,INF200KA1598,,,,,,,,,
SBINEQ,SBINEQWETF,Sbi Nifty50 Equal Weight Etf,EQ,INF200KB1282,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBINIF,SETFNIF50,Sbi-Etf Nifty 50,EQ,INF200KA1FS1,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBIQUA,SBIETFQLTY,Sbi Etf Quality Mf,EQ,INF200KA1WX6,,,,,,,,,
SBISIL,SBISILVER,Sbi Silver Etf,EQ,INF200KB1217,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SBTINT,SB&TINTL,Sb& Tinternational Ltd,BE,INE465B01015,,,GEMS JEWELLERY AND WATCHES,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER DURABLES,GEMS JEWELLERY AND WATCHES
SCHA,SCHAND,S Chand And Company Limited,EQ,INE807K01035,S Chand Group,corporate_group_repository.xlsx,Printing & Publication,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication
SCHBAN,THELEELA,Leela Palaces Hotels & Resorts,EQ,INE0AQ201015,,,Consumer Services,ind_niftytotalmarket_list.csv,Leela Palaces Hotels & Resorts Ltd.,,,,
SCHELE,SCHNEIDER,Schneider Electric Infra Ltd,BE,INE839M01018,"Schneider 
Electric Group",corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,Schneider Electric Infrastructure Ltd.,,,,
SCI,SCI,Shipping Corp Of India Lt,EQ,INE109A01011,Shipping Corporation Of India Group,corporate_group_repository.xlsx,Services,ind_niftytotalmarket_list.csv,Shipping Corporation of India Ltd.,,,,
SCILAL,SCILAL,Shipping Corp Of Ind Land,EQ,INE0PB301013,,,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
SCISOF,SCINTSOFT,Scintilla Sfware Tech Ltd,EQ,INE355B01018,,,,,,,,,
SCLDVR,GATECHDVR,Gacm Technologies Ltd Dvr,EQ,INE224E01036,GACM Technologies Group,corporate_group_repository.xlsx,Other Financial Services,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Other Financial Services
SCOTUB,SCODATUBES,Scoda Tubes Limited,EQ,INE090501011,,,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SEACH,SEARCHEMIN,Search Chem Ind Ltd,EQ,INE628A01010,,,,,,,,,
SEALIM,SEAMECLTD,Seamec Limited,EQ,INE497B01018,MM Agarwal group,corporate_group_repository.xlsx,Shipping,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Shipping
SEARLE,BRABOURNE,Brabourne Enterprises Limited,BE,INE629A01018,,,,,,,,,
SECCON,SECMARK,Secmark Consultancy Limited,EQ,INE0BTM01013,Secmark Consultancy Group,corporate_group_repository.xlsx,Computers - Software & Consulting,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
SECINT,SIS,Sis Limited,EQ,INE285J01028,SIS Group,corporate_group_repository.xlsx,Other Consumer Services,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services
SEDMEC,SEDEMAC,Sedemac Mechatronics Ltd,EQ,INE00XB01019,,,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SEINVE,PAISALO,Paisalo Digital Limited,EQ,INE420C01059,Paisalo Digital Group,corporate_group_repository.xlsx,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SELEXP,ANTELOPUS,Antelopus Selan Energy Limited,EQ,INE818A01017,Selan Exploration Technology Group,corporate_group_repository.xlsx,Oil Exploration & Production,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production
SELMAN,SELMC,Sel Manufacturing Company Limi,EQ,INE105I01020,SEL Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SENGOL,SENCO,Senco Gold Limited,EQ,INE602W01027,,,Consumer Durables,ind_niftytotalmarket_list.csv,Senco Gold Ltd.,,,,
SENPHA,SENORES,Senores Pharmaceuticals Ltd,EQ,INE0RB801010,,,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SENTEA,STEL,Stel Holdings Limited,EQ,INE577L01016,RP Sanjiv Goenka Group,corporate_group_repository.xlsx,Investment Company,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Investment Company
SEPOW,SAMPANN,Sampann Utpadan India Limited,EQ,INE735M01018,Sampann Utpadan India Group,corporate_group_repository.xlsx,Rubber,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Rubber
SEPRE1,SEPC-RE3,Sepc Limited Re,BE,INE964H20055,,,Civil Construction,nse_getSymbolData.basicIndustry,,Industrials,Construction,Construction,Civil Construction
SEQSCI,VIYASH,Viyash Scientific Limited,EQ,INE807F01027,Carlyle Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Viyash Scientific Ltd.,,,,
SERPOW,SERVOTECH,Servotech Renewable Power Syst,EQ,INE782X01033,Servotech Power Systems Group,corporate_group_repository.xlsx,Other Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
SESPAP,SESHAPAPER,Seshasayee Paper & Boards Ltd,EQ,INE630A01024,Esvin Group,corporate_group_repository.xlsx,Paper & Paper Products,nse_getSymbolData.basicIndustry,,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
SESTEC,STYL,Seshaasai Technologies Ltd,EQ,INE04VU01023,,,Financial Technology (Fintech),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
SETAUT,SETCO,Setco Automotive Limited,EQ,INE878E01021,Setco Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SEZGLA,SEJALLTD,Sejal Glass Limited,EQ,INE955I01044,Sejal Group,corporate_group_repository.xlsx,Glass - Industrial,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Glass - Industrial
SHAALL,SHAHALLOYS,Shah Alloys Limited,EQ,INE640C01011,Shah Alloys Group,corporate_group_repository.xlsx,Iron & Steel Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SHABIO,SHARONBIO,Sharon Bio-Medicine Ltd,BE,INE028B01029,Sharon Bio Medicine Group,corporate_group_repository.xlsx,,,,,,,
SHABUI,SHANKARA,Shankara Building Products Ltd,EQ,INE274V01019,SUKUMAR SRINIVAS Group,corporate_group_repository.xlsx,Speciality Retail,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
SHACRO,SHARDACROP,Sharda Cropchem Limited,EQ,INE221J01015,Sharda group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Sharda Cropchem Ltd.,,,,
SHADRU,SHASUNPHAR,Shasun Pharmaceuticals Limited,EQ,INE317A01028,Shasun Group,corporate_group_repository.xlsx,PHARMACEUTICALS,nse_getSymbolData.basicIndustry,,HEALTHCARE,PHARMA,PHARMACEUTICALS,PHARMACEUTICALS
SHAETF,SHARIABEES,Nippon India Etf Shariah Bees,EQ,INF732E01128,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
SHAGEA,SHANTIGEAR,Shanthi Gears Ltd,EQ,INE631A01022,Murugappa Chettiar Group,corporate_group_repository.xlsx,Industrial Products,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
SHAGOL,SHANTIGOLD,Shanti Gold International Ltd,EQ,INE06ZD01017,,,Gems Jewellery And Watches,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
SHAILY,SHAILY,Shaily Engineering Plastics Lt,EQ,INE151G01028,,,Capital Goods,ind_niftytotalmarket_list.csv,Shaily Engineering Plastics Ltd.,,,,
SHALAL,SRD,Shankar Lal Ram Dye Chem Ltd,EQ,INE01NE01012,Shankar Lal Rampal Dye-Chem Group,corporate_group_repository.xlsx,Trading - Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
SHALIM,SHALBY,Shalby Limited,EQ,INE597J01018,Shalby Hospitals Group,corporate_group_repository.xlsx,Hospital,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Healthcare Services,Hospital
SHAMOT,SHARDAMOTR,Sharda Motor Industries Ltd,EQ,INE597I01028,Ajay Relan Group,corporate_group_repository.xlsx,Automobile and Auto Components,ind_niftytotalmarket_list.csv,Sharda Motor Industries Ltd.,,,,
SHAMUL,SHAMKNFAB,Shamken Multifab Ltd,EQ,INE565B01012,,,,,,,,,
SHAOVE,SHANTI,Shanti Overseas India Ltd,EQ,INE933X01016,Shanti Overseas (India) Group,corporate_group_repository.xlsx,Edible Oil,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SHAPAI,SHALPAINTS,Shalimar Paints Ltd,EQ,INE849C01026,Om Prakash Jindal Group,corporate_group_repository.xlsx,Paints,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
SHAPRO,BUILDPRO,Shankara Buildpro Limited,EQ,INE24OJ01011,,,Trading & Distributors,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Trading & Distributors
SHAPUM,SHAKTIPUMP,Shakti Pumps (India) Ltd,EQ,INE908D01010,Shakti group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,Shakti Pumps (India) Ltd.,,,,
SHARIN,SHAREINDIA,Share India Securities Ltd,EQ,INE932X01026,,,Financial Services,ind_niftytotalmarket_list.csv,Share India Securities Ltd.,,,,
SHARP,KALYANISHP,Sharp India Ltd,EQ,INE207B01011,Sharp (F) Group,corporate_group_repository.xlsx,,,,,,,
SHASPI,SHAMKNSPIN,Shamken Spinners Ltd,EQ,INE626B01012,,,,,,,,,
SHATEC,SHADOWFAX,Shadowfax Technologies Ltd,EQ,INE12UN01015,,,Logistics Solution Provider,nse_getSymbolData.basicIndustry,,Services,Services,Transport Services,Logistics Solution Provider
SHAWAL,SHAWALLACE,Shaw Wallace Ltd,EQ,INE402A01010,,,,,,,,,
SHECOO,SCPL,Sheetal Cool Products Ltd,BE,INE501Y01019,Sheetal Group,corporate_group_repository.xlsx,Dairy Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
SHEENT,SHEMAROO,Shemaroo Entertainment Ltd,EQ,INE363M01019,Shemaroo Group,corporate_group_repository.xlsx,Media & Entertainment,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment
SHEFOA,SFL,Sheela Foam Limited,EQ,INE916U01025,Sheela Group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Sheela Foam Ltd.,,,,
SHEPOL,SHEKHAWATI,Shekhawati Industries  Limited,EQ,INE268L01046,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SHERAM,SRTL,Shree Ram Twistex Ltd,BE,INE19GK01015,,,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
